subID,duration_of_look,object_attended,overlapping_pbehaviors,prop_of_look_inSmiling
7203,2.43,1,5,0.667860175
7203,2.47,3,5,0.473283995
7203,2.5,3,3,0.453815454
7203,2.53,1,5,0.10317068
7203,2.667,2,5,0.284527487
7203,2.7,3,4,0.4606052
7203,2.77,2,5,0.479362256
7203,2.77,1,3,0.392898738
7203,2.83,1,3,0.449977236
7203,2.9,1,5,0.472688732
7203,2.933,1,5,0.729815388
7203,3.267,1,5,0.341186267
7203,3.27,2,3,0.549641051
7203,3.3,2,2,0.443732098
7203,3.37,3,3,0.507189318
7203,3.37,3,3,0.551578853
7203,3.4,2,5,0.223218991
7203,3.47,1,2,0.399760672
7203,3.63,2,4,0.537477929
7203,3.87,3,2,0.397336259
7203,3.9,2,2,0.574356132
7203,3.94,3,4,0.566242456
7203,4,2,5,0.400384604
7203,4.137,3,5,0.679298407
7203,4.2,3,4,0.388708289
7203,4.2,1,4,0.31404337
7203,4.27,1,5,0.540283578
7203,4.33,2,5,0.452184086
7203,4.44,1,4,0.419560827
7203,4.5,2,5,0.70115291
7203,4.6,1,2,0.495552334
7203,4.8,1,2,0.537983184
7203,5.03,1,5,0.384970111
7203,5.1,3,2,0.605264019
7203,5.27,2,4,0.271527834
7203,5.33,3,5,0.55136235
7203,5.47,3,5,0.58316166
7203,5.5,3,5,0.482739686
7203,5.63,3,5,0.657074614
7203,6.43,3,5,0.621903607
7203,6.83,3,4,0.402907087
7203,8.3,1,5,0.686715902
7203,8.47,2,5,0.380820565
7203,10.33,2,5,0.655912974
7204,0.54,1,2,0.585874994
7204,0.6,1,1,0.349136884
7204,0.67,3,2,0.484411564
7204,0.67,3,4,0.599034946
7204,0.7,1,2,0.361873573
7204,0.76,1,1,0.613567739
7204,0.767,3,1,0.58292014
7204,0.833,2,3,0.564145566
7204,0.96,3,1,0.466287157
7204,0.96,2,1,0.762736587
7204,1.1,1,2,0.270611139
7204,1.133,3,1,0.247365082
7204,1.16,2,1,0.494407577
7204,1.23,3,1,0.534040949
7204,1.23,3,5,0.612081594
7204,1.267,2,1,0.441865436
7204,1.3,1,1,0.447082281
7204,1.43,3,5,0.634565039
7204,1.53,3,5,0.628489363
7204,1.567,1,3,0.472004829
7204,1.57,2,4,0.455617529
7204,1.63,2,2,0.482177429
7204,1.67,2,2,0.563298559
7204,1.7,3,5,0.311426602
7204,1.83,1,3,0.496225772
7204,1.86,2,2,0.666567928
7204,1.9,2,5,0.451864209
7204,2.03,3,4,0.281293936
7204,2.1,3,4,0.325544842
7204,2.1,2,4,0.532563414
7204,2.1,1,4,0.55210312
7204,2.17,1,4,0.375657609
7204,2.23,3,5,0.655946442
7204,2.3,3,4,0.543946162
7204,2.3,1,2,0.483576828
7204,2.333,3,2,0.668146037
7204,2.37,2,4,0.379901136
7204,2.5,1,4,0.535611717
7204,2.53,1,4,0.306252169
7204,2.667,1,2,0.178116797
7204,2.9,1,5,0.497092327
7204,3.2,1,4,0.59444452
7204,3.4,2,4,0.419657563
7204,3.6,3,4,0.644809452
7204,3.67,1,2,0.405502418
7204,3.97,1,4,0.337408346
7204,4.27,2,4,0.4245555
7204,4.3,1,4,0.404594864
7204,4.33,1,4,0.4598189
7204,4.4,3,5,0.41246948
7204,4.43,1,4,0.324660119
7204,4.7,1,4,0.409582529
7204,5.1,1,3,0.548098847
7204,5.33,2,2,0.407893484
7204,5.57,2,2,0.577650684
7204,6.033,3,3,0.438733418
7204,6.33,1,4,0.568738169
7204,7.067,1,5,0.400238558
7204,7.73,1,4,0.506232772
7204,8.27,2,5,0.376354286
7204,8.93,3,5,0.459767814
7204,9.97,3,5,0.434706517
7211,0.5,3,1,0.338306068
7211,0.53,1,2,0.290742491
7211,0.53,3,2,0.414464408
7211,0.54,1,4,0.507672762
7211,0.56,3,3,0.676783991
7211,0.57,3,2,0.349316145
7211,0.6,3,5,0.420840107
7211,0.6,3,1,0.399091208
7211,0.6,1,3,0.397793747
7211,0.6,1,5,0.466525839
7211,0.6,1,1,0.625717369
7211,0.63,2,1,0.548301019
7211,0.63,3,2,0.536126145
7211,0.64,1,1,0.57815826
7211,0.67,2,1,0.329410382
7211,0.7,1,1,0.421239437
7211,0.77,2,4,0.194509914
7211,0.77,3,5,0.643877337
7211,0.86,1,1,0.630855303
7211,0.87,1,1,0.475413718
7211,0.9,3,3,0.405304785
7211,0.9,1,1,0.445268465
7211,0.9,2,1,0.593197637
7211,1,2,3,0.536529514
7211,1,3,1,0.465950936
7211,1,1,1,0.565080895
7211,1.03,3,1,0.441840584
7211,1.03,1,4,0.380707081
7211,1.04,2,3,0.541127924
7211,1.067,3,1,0.463668184
7211,1.1,2,3,0.569061709
7211,1.133,1,3,0.637832672
7211,1.133,3,4,0.495012382
7211,1.2,1,2,0.434321158
7211,1.23,1,1,0.447087001
7211,1.26,1,2,0.306133978
7211,1.27,1,5,0.506397788
7211,1.3,2,2,0.407552928
7211,1.34,1,5,0.472665609
7211,1.37,2,4,0.617761526
7211,1.4,1,4,0.475837211
7211,1.47,3,1,0.611886094
7211,1.57,2,5,0.445233054
7211,1.6,1,4,0.619920489
7211,1.77,1,2,0.439813249
7211,2.07,3,5,0.570468756
7211,2.1,1,4,0.674197597
7211,2.3,1,5,0.378113747
7211,2.333,1,5,0.422801074
7211,2.37,1,4,0.455182259
7211,2.43,1,4,0.528155687
7211,2.434,3,4,0.481748966
7211,2.54,1,5,0.413605758
7211,2.6,3,5,0.495725013
7211,2.63,1,2,0.521896285
7211,2.64,1,5,0.740293512
7211,2.733,2,4,0.413688747
7211,3.03,1,4,0.76301806
7211,3.14,3,5,0.385917038
7211,3.74,3,3,0.551952027
7211,3.76,3,5,0.467727314
7211,4.03,1,5,0.552306707
7211,4.04,2,5,0.630906381
7211,4.467,1,5,0.513463151
7211,6.13,1,5,0.424503048
7211,6.6,1,5,0.673583882
7211,7.07,3,4,0.422468773
7211,9.9,2,5,0.531329826
7211,15.53,1,5,0.511623592
7213,0.5,2,5,0.522585196
7213,0.53,2,1,0.377008625
7213,0.56,2,1,0.543144824
7213,0.56,1,4,0.466224184
7213,0.57,3,4,0.424042605
7213,0.57,2,1,0.3265172
7213,0.6,2,1,0.590484787
7213,0.6,2,5,0.592184227
7213,0.64,1,2,0.387764116
7213,0.67,3,2,0.406728838
7213,0.67,2,5,0.64492082
7213,0.7,3,5,0.620852748
7213,0.7,3,5,0.573737293
7213,0.7,1,1,0.510157309
7213,0.7,3,1,0.547460639
7213,0.73,3,5,0.416341052
7213,0.733,2,5,0.45928488
7213,0.77,3,5,0.55602181
7213,0.8,2,1,0.648062171
7213,0.84,2,2,0.656104114
7213,0.9,3,5,0.455605111
7213,0.967,1,2,0.393795332
7213,0.97,3,4,0.528847743
7213,1.03,3,4,0.477222308
7213,1.03,2,1,0.452913228
7213,1.034,1,4,0.329248979
7213,1.07,1,1,0.246706891
7213,1.1,2,1,0.545040914
7213,1.134,2,5,0.474824273
7213,1.14,2,5,0.734716064
7213,1.16,3,5,0.395569797
7213,1.17,3,4,0.449622326
7213,1.17,3,5,0.342370768
7213,1.233,2,5,0.53235975
7213,1.24,1,2,0.419329572
7213,1.33,1,4,0.193769769
7213,1.34,3,5,0.518679404
7213,1.4,3,1,0.384751377
7213,1.43,1,4,0.371221149
7213,1.56,3,5,0.310425519
7213,1.73,1,1,0.516877028
7213,1.83,3,2,0.602002863
7213,1.86,1,5,0.674846837
7213,1.87,2,5,0.405174374
7213,1.9,1,5,0.491907803
7213,2,2,5,0.334474339
7213,2.04,3,5,0.59280005
7213,2.06,1,3,0.602417704
7213,2.06,1,5,0.521078952
7213,2.1,3,1,0.240430926
7213,2.2,2,5,0.45444981
7213,2.34,3,5,0.37939721
7213,2.4,2,5,0.262551646
7213,2.53,1,5,0.515982422
7213,2.73,1,5,0.679766992
7213,2.74,2,5,0.426533563
7213,2.834,3,4,0.49754216
7213,2.86,3,4,0.541189324
7213,2.903,2,4,0.215316151
7213,3.1,3,4,0.399208594
7213,3.14,3,3,0.554396865
7213,3.3,1,5,0.539357888
7213,3.4,3,4,0.434962156
7213,3.46,2,3,0.448635475
7213,3.466,3,5,0.360394119
7213,3.5,1,5,0.526698066
7213,3.53,3,5,0.50458796
7213,3.56,1,4,0.435439753
7213,3.57,1,4,0.491537949
7213,3.6,3,3,0.365042374
7213,4.43,2,5,0.566038436
7213,5.1,1,5,0.362992084
7213,5.33,2,5,0.486569434
7213,5.46,2,5,0.456924617
7213,5.634,1,5,0.370542717
7213,5.87,2,5,0.469721864
7213,6.1,1,5,0.368808018
7213,7.17,3,5,0.424849233
7213,7.4,2,5,0.723075709
7213,7.7,1,5,0.644672766
7213,7.733,2,5,0.468428987
7213,10.1,3,5,0.60429174
7213,14.3,1,5,0.650883099
7216,0.53,2,1,0.549210792
7216,0.633,1,5,0.239114826
7216,0.7,1,5,0.438076784
7216,0.87,3,2,0.476411646
7216,1,3,4,0.387182367
7216,1,3,5,0.549607509
7216,1.033,3,5,0.43112205
7216,1.07,2,5,0.365985483
7216,1.2,3,2,0.4233731
7216,1.5,1,5,0.62934291
7216,1.5,2,5,0.542224169
7216,1.97,1,5,0.541871555
7216,2.2,2,5,0.66342809
7216,2.23,2,4,0.377385902
7216,2.466,1,5,0.473312098
7216,2.467,2,5,0.495411244
7216,2.566,2,5,0.48795837
7216,2.567,3,4,0.465319886
7216,2.63,3,4,0.472214009
7216,2.84,1,5,0.411027751
7216,3,1,5,0.43860705
7216,3.066,2,5,0.357221437
7216,3.17,3,4,0.137304809
7216,4.5,1,5,0.36340555
7216,4.63,3,4,0.404026777
7216,5.03,1,5,0.637521898
7216,5.166,1,5,0.549831134
7216,5.56,1,5,0.308503732
7216,7.867,3,5,0.608981571
7217,0.5,2,5,0.427925838
7217,0.5,1,5,0.297277499
7217,0.53,1,3,0.275864579
7217,0.533,1,5,0.50693522
7217,0.566,1,4,0.221826368
7217,0.6,1,2,0.485873857
7217,0.6,3,5,0.38321568
7217,0.63,3,1,0.677014332
7217,0.7,3,4,0.572611105
7217,0.73,1,4,0.688363811
7217,0.73,3,5,0.318772321
7217,0.83,2,1,0.535235492
7217,0.86,2,5,0.509992922
7217,0.9,2,5,0.371529077
7217,0.93,3,5,0.451241571
7217,0.934,3,1,0.356827833
7217,0.94,1,5,0.749786273
7217,1.03,3,4,0.429378364
7217,1.06,1,5,0.271206338
7217,1.07,1,4,0.451117642
7217,1.1,1,5,0.464670501
7217,1.14,3,5,0.470689866
7217,1.2,1,5,0.495814166
7217,1.27,1,5,0.585718827
7217,1.36,3,4,0.402628176
7217,1.37,1,5,0.250232547
7217,1.4,1,5,0.269857793
7217,1.43,2,5,0.500703241
7217,1.46,3,1,0.534286486
7217,1.47,3,5,0.537795444
7217,1.633,3,4,0.53786554
7217,1.66,2,5,0.535210151
7217,1.7,3,5,0.550984702
7217,1.73,1,5,0.602173656
7217,1.73,2,5,0.453831797
7217,1.8,3,5,0.58125239
7217,1.833,2,4,0.320816505
7217,1.87,1,5,0.519982759
7217,1.94,3,4,0.439524834
7217,1.97,3,4,0.559457551
7217,2.1,1,5,0.455896965
7217,2.1,2,2,0.349652468
7217,2.14,2,5,0.440835838
7217,2.2,1,5,0.345242707
7217,2.2,2,5,0.373683242
7217,2.23,2,5,0.464185661
7217,2.37,2,5,0.346731168
7217,2.43,2,5,0.478590696
7217,2.5,2,4,0.437520856
7217,2.53,2,5,0.507186132
7217,2.57,3,5,0.402738163
7217,2.64,3,5,0.419986411
7217,2.7,2,5,0.542049955
7217,3.033,1,5,0.674167842
7217,3.367,2,5,0.532558742
7217,3.43,3,5,0.487671184
7217,3.47,3,5,0.556393212
7217,3.633,2,5,0.300861473
7217,3.9,1,5,0.725536518
7217,4.07,1,5,0.47404879
7217,4.13,3,5,0.504864381
7217,4.233,3,5,0.450782483
7217,5.6,3,5,0.471231206
7217,6.14,3,5,0.348353292
7217,7.54,1,5,0.335418669
7217,8.3,3,5,0.443753762
7217,8.5,2,5,0.401457844
7218,0.5,2,4,0.574658459
7218,0.5,2,1,0.555677896
7218,0.53,3,3,0.435234076
7218,0.533,2,1,0.595347508
7218,0.566,2,2,0.302446378
7218,0.6,1,3,0.688785278
7218,0.6,3,1,0.5806256
7218,0.6,3,1,0.290304407
7218,0.63,1,2,0.382144515
7218,0.63,3,1,0.759916022
7218,0.667,2,2,0.56028734
7218,0.7,2,2,0.321601651
7218,0.7,1,5,0.744038748
7218,0.73,3,2,0.148332069
7218,0.733,3,2,0.562110725
7218,0.77,1,3,0.295871221
7218,0.77,1,1,0.532410048
7218,0.77,3,2,0.480114888
7218,0.8,1,3,0.473231999
7218,0.8,1,3,0.463839821
7218,0.8,1,1,0.446730348
7218,0.83,3,4,0.59230409
7218,0.933,2,1,0.551501653
7218,0.97,2,1,0.422756918
7218,0.97,1,4,0.435349411
7218,1.03,2,5,0.532471672
7218,1.033,3,5,0.421005178
7218,1.07,3,5,0.568919573
7218,1.13,2,5,0.523710604
7218,1.167,3,3,0.345766619
7218,1.23,1,5,0.630380298
7218,1.27,3,5,0.498637467
7218,1.27,1,5,0.526521108
7218,1.37,1,5,0.236396953
7218,1.4,3,5,0.34427206
7218,1.4,3,1,0.606750008
7218,1.47,2,5,0.575196953
7218,1.5,2,4,0.589671963
7218,1.5,3,4,0.436511131
7218,1.6,2,5,0.445965987
7218,1.63,3,3,0.566001268
7218,1.64,1,5,0.562637427
7218,1.7,3,5,0.452334233
7218,1.73,3,5,0.442195172
7218,1.767,3,4,0.560534217
7218,2.1,1,5,0.510957862
7218,2.13,3,5,0.61167729
7218,2.16,3,3,0.44124394
7218,2.3,1,4,0.66658269
7218,2.3,3,5,0.573123662
7218,2.33,2,1,0.515484846
7218,2.466,3,4,0.474283744
7218,2.57,3,5,0.494918527
7218,2.6,1,5,0.486583269
7218,2.63,1,5,0.557054706
7218,2.73,2,4,0.530907902
7218,2.73,2,4,0.541709383
7218,2.73,1,5,0.410384962
7218,2.866,3,5,0.606652361
7218,3.1,2,5,0.573337185
7218,3.166,3,4,0.282042708
7218,3.17,1,5,0.571519775
7218,3.23,1,3,0.651525465
7218,3.27,3,5,0.378737257
7218,3.3,2,5,0.601830815
7218,3.33,1,5,0.475833257
7218,3.37,1,5,0.297462918
7218,3.467,2,5,0.622082423
7218,3.47,2,4,0.708039134
7218,3.5,2,4,0.530987426
7218,3.63,2,5,0.308412968
7218,4.5,1,5,0.516197912
7218,4.73,3,5,0.536803667
7218,5.2,1,4,0.516679492
7218,5.24,2,5,0.410113354
7218,5.43,2,4,0.470359034
7218,5.6,2,5,0.44612812
7218,5.7,2,5,0.535426344
7218,6.1,2,5,0.374001064
7218,6.34,2,5,0.543332186
7218,6.9,2,5,0.638200735
7218,7.433,1,5,0.489480914
7218,9.03,1,5,0.300803073
7218,9.033,3,5,0.463481843
7218,10.8,3,5,0.487498963
7218,15.6,3,5,0.497582509
7220,0.53,1,5,0.343053608
7220,0.566,1,4,0.402633071
7220,0.6,3,4,0.479372036
7220,0.9,1,4,0.619917523
7220,0.97,2,5,0.354077779
7220,1,2,5,0.396174273
7220,1.03,3,5,0.322948342
7220,1.07,2,3,0.412990828
7220,1.1,2,5,0.559964086
7220,1.134,2,2,0.477274391
7220,1.3,3,1,0.706918805
7220,1.3,1,5,0.40963841
7220,1.37,1,2,0.405152169
7220,1.4,1,5,0.588944382
7220,1.43,3,3,0.370915092
7220,1.433,3,5,0.67805725
7220,1.467,2,5,0.546668319
7220,1.467,3,5,0.58243694
7220,1.57,1,4,0.438558257
7220,1.63,2,5,0.350934274
7220,1.83,3,4,0.490164038
7220,1.833,1,5,0.386790643
7220,1.93,2,4,0.564435188
7220,2.23,2,5,0.624123286
7220,2.4,1,5,0.604362628
7220,2.467,2,5,0.523846744
7220,2.6,3,5,0.529847414
7220,2.6,2,5,0.457465802
7220,2.8,2,2,0.433852472
7220,2.9,3,5,0.317421921
7220,2.9,2,5,0.484868991
7220,3.07,1,5,0.517665072
7220,3.1,3,4,0.498340502
7220,3.1,1,5,0.722792025
7220,3.367,1,5,0.484063622
7220,3.4,1,4,0.415777851
7220,3.56,2,4,0.581064182
7220,3.76,3,5,0.750724729
7220,3.84,1,4,0.520767833
7220,4.034,2,5,0.690223906
7220,5.03,3,5,0.449965854
7220,5.03,1,5,0.490065541
7220,5.77,2,5,0.534688942
7220,7.3,1,5,0.608702013
7220,10.967,3,5,0.555103319
7221,0.5,3,2,0.578623904
7221,0.5,3,1,0.6774234
7221,0.56,1,2,0.621052153
7221,0.57,1,2,0.536181489
7221,0.57,1,1,0.487422797
7221,0.6,2,2,0.644910582
7221,0.6,1,1,0.567546635
7221,0.6,3,3,0.360485487
7221,0.6,2,1,0.538756618
7221,0.634,2,4,0.637084885
7221,0.64,2,1,0.348063106
7221,0.66,3,2,0.744119823
7221,0.67,2,1,0.669169391
7221,0.67,2,3,0.520296337
7221,0.7,2,2,0.568387298
7221,0.73,3,3,0.432586957
7221,0.73,1,4,0.323749361
7221,0.8,1,1,0.575893107
7221,0.8,1,1,0.514901269
7221,0.87,3,2,0.618096705
7221,1,2,2,0.507016921
7221,1,3,2,0.610438733
7221,1,2,3,0.482313112
7221,1,3,1,0.353832147
7221,1,2,1,0.769647912
7221,1.03,1,2,0.567059611
7221,1.067,1,3,0.454187848
7221,1.1,2,1,0.274910285
7221,1.1,3,1,0.49613487
7221,1.1,2,2,0.465516122
7221,1.16,2,2,0.55581378
7221,1.17,2,2,0.47307153
7221,1.2,3,5,0.368374179
7221,1.23,2,3,0.45605639
7221,1.23,1,3,0.490663839
7221,1.27,1,3,0.533157645
7221,1.34,2,2,0.426602178
7221,1.34,1,1,0.708457117
7221,1.43,2,5,0.251724171
7221,1.5,1,2,0.391567449
7221,1.5,3,5,0.512702245
7221,1.53,2,2,0.57406853
7221,1.73,1,4,0.551210396
7221,1.77,3,3,0.626446687
7221,1.86,1,5,0.43794938
7221,2.23,3,3,0.623100082
7221,2.23,1,5,0.440080039
7221,2.5,1,5,0.397869789
7221,2.6,1,5,0.515807138
7221,2.7,1,3,0.39439823
7221,2.734,3,2,0.745441662
7221,2.866,1,4,0.312096109
7221,2.87,1,3,0.365226962
7221,2.9,1,1,0.55440602
7221,2.97,1,5,0.586503032
7221,3,3,4,0.469358957
7221,3.93,2,5,0.350758378
7221,3.97,1,5,0.540689401
7221,4.033,1,5,0.592921784
7221,4.04,2,5,0.63332479
7221,4.6,3,2,0.246929444
7221,4.6,1,5,0.495380872
7221,4.67,3,5,0.534725769
7221,4.73,3,4,0.580176983
7221,4.97,1,3,0.572380149
7221,5.1,2,4,0.498403101
7221,5.1,3,5,0.496747694
7221,5.566,2,5,0.591918183
7221,6.27,1,5,0.590708539
7221,8.2,1,5,0.427804161
7221,8.73,2,5,0.670929964
7221,9.57,1,5,0.431489885
7221,11.333,3,5,0.366406684
7222,0.53,1,3,0.367659245
7222,0.56,2,1,0.478602035
7222,0.57,3,4,0.334388642
7222,0.6,1,1,0.478101195
7222,0.63,2,3,0.358668935
7222,0.63,1,1,0.66234047
7222,0.64,1,1,0.650057427
7222,0.64,1,2,0.490444935
7222,0.67,2,2,0.539589084
7222,0.67,2,5,0.545308825
7222,0.7,2,3,0.583884178
7222,0.7,2,3,0.399194214
7222,0.7,3,3,0.41134229
7222,0.73,2,1,0.405580974
7222,0.73,1,2,0.50955404
7222,0.73,2,4,0.468946769
7222,0.73,2,1,0.60285203
7222,0.767,2,1,0.627236778
7222,0.77,1,5,0.427835344
7222,0.83,2,3,0.654374504
7222,0.83,2,1,0.356181239
7222,0.83,2,5,0.561477746
7222,0.9,1,1,0.49851397
7222,0.93,2,4,0.471047479
7222,0.93,1,5,0.344605399
7222,0.97,1,2,0.380563448
7222,1.03,1,2,0.756428994
7222,1.04,2,1,0.420417784
7222,1.1,2,5,0.689628718
7222,1.1,2,5,0.425330021
7222,1.1,1,4,0.411194587
7222,1.167,1,1,0.540811998
7222,1.2,3,5,0.385861355
7222,1.23,1,4,0.518440706
7222,1.23,1,1,0.639156349
7222,1.3,1,2,0.595667163
7222,1.3,2,1,0.650442275
7222,1.33,2,2,0.547445931
7222,1.4,2,1,0.5262219
7222,1.44,1,2,0.582292774
7222,1.44,1,4,0.395218444
7222,1.5,2,1,0.47622659
7222,1.6,1,5,0.314456551
7222,1.6,2,3,0.689716968
7222,1.64,3,2,0.538176867
7222,1.7,2,5,0.353866763
7222,1.7,2,3,0.534842495
7222,1.77,3,4,0.335674085
7222,1.8,1,5,0.448308231
7222,1.93,2,2,0.300500293
7222,2,3,2,0.196878561
7222,2.04,2,3,0.657691884
7222,2.13,1,2,0.627032463
7222,2.14,3,2,0.41650138
7222,2.3,1,4,0.552771155
7222,2.4,3,4,0.733060888
7222,2.83,2,4,0.517920072
7222,2.94,1,4,0.265291929
7222,3.033,2,4,0.499535198
7222,3.06,2,5,0.500196668
7222,3.17,2,5,0.478877037
7222,3.46,1,4,0.604986631
7222,3.53,1,4,0.358803051
7222,3.53,2,4,0.125302104
7222,3.66,3,5,0.640962634
7222,3.8,2,5,0.447327603
7222,3.84,1,4,0.560574708
7222,3.9,2,4,0.132191501
7222,4.27,2,2,0.385664977
7222,4.3,1,2,0.593191132
7222,4.37,1,4,0.528932318
7222,4.9,2,5,0.750359894
7222,5.17,1,4,0.530186825
7222,5.17,2,4,0.433786042
7222,5.2,1,5,0.438795415
7222,5.27,3,5,0.576312397
7222,5.3,1,5,0.679169821
7222,5.37,2,4,0.591792186
7222,5.4,2,5,0.622259193
7222,6.1,1,5,0.524880899
7222,6.36,1,4,0.595972825
7222,6.53,1,5,0.382493042
7222,6.6,1,4,0.632016872
7222,6.73,2,4,0.675008349
7222,8.63,2,5,0.43399611
7223,0.5,2,3,0.476647996
7223,0.5,2,1,0.624090701
7223,0.53,1,2,0.609828474
7223,0.533,2,1,0.727135775
7223,0.57,3,4,0.5776554
7223,0.57,2,1,0.493956194
7223,0.57,2,2,0.432257493
7223,0.6,2,1,0.556127064
7223,0.63,2,4,0.479229214
7223,0.7,2,1,0.63040207
7223,0.74,2,3,0.40948448
7223,0.8,1,2,0.44560379
7223,0.86,2,2,0.556045089
7223,0.933,2,2,0.570456518
7223,0.933,2,3,0.440993514
7223,0.97,2,5,0.586728669
7223,1,3,1,0.290810502
7223,1.1,2,4,0.354148358
7223,1.13,1,1,0.568123284
7223,1.16,1,1,0.619744564
7223,1.17,2,3,0.392184442
7223,1.4,3,5,0.482415533
7223,1.5,2,3,0.63755896
7223,1.6,2,2,0.577739572
7223,1.64,3,1,0.561600038
7223,1.67,2,1,0.414377409
7223,1.867,2,3,0.62819475
7223,2.033,2,4,0.510615939
7223,2.06,1,2,0.540655434
7223,2.066,3,4,0.502692844
7223,2.14,3,3,0.549637882
7223,2.2,3,3,0.49986847
7223,2.24,2,2,0.29764646
7223,2.33,3,2,0.310866418
7223,2.5,1,3,0.570309085
7223,2.53,3,3,0.253235183
7223,2.86,1,2,0.627644999
7223,2.866,3,2,0.375398571
7223,3.03,2,5,0.548624958
7223,3.14,2,2,0.594877809
7223,3.14,2,2,0.490111663
7223,3.434,3,3,0.485304661
7223,3.6,1,2,0.509262166
7223,3.63,1,5,0.442382148
7223,3.667,3,4,0.386839536
7223,3.9,2,4,0.476100748
7223,4.1,2,5,0.489444013
7223,4.2,3,5,0.558254068
7223,4.33,2,5,0.420962033
7223,4.34,2,3,0.293606082
7223,4.5,2,2,0.531695113
7223,4.57,2,3,0.349396061
7223,4.666,3,5,0.437409873
7223,4.67,3,5,0.419125822
7223,4.73,1,3,0.604590447
7223,4.96,3,5,0.330549262
7223,5.03,2,5,0.46404607
7223,5.06,3,5,0.542085134
7223,5.54,3,2,0.472735263
7223,5.6,1,5,0.659772918
7223,5.63,1,5,0.658344229
7223,5.7,3,4,0.695230019
7223,5.73,3,5,0.663714243
7223,5.77,2,4,0.402070577
7223,5.77,2,5,0.619324479
7223,5.8,3,5,0.465203723
7223,5.9,3,4,0.683004707
7223,6.2,3,5,0.621495004
7223,6.7,1,5,0.517617856
7223,6.934,2,5,0.621084819
7223,8.16,2,5,0.50732182
7223,8.43,3,4,0.541307897
7223,9.1,1,5,0.454041627
7223,9.13,2,5,0.252755681
7225,0.5,1,2,0.688581842
7225,0.5,1,1,0.489018334
7225,0.5,1,1,0.521341365
7225,0.53,3,3,0.288910389
7225,0.56,3,3,0.243914605
7225,0.56,1,1,0.385534535
7225,0.64,1,2,0.543901826
7225,0.7,3,4,0.385334713
7225,0.7,3,1,0.565144481
7225,0.7,2,5,0.639901951
7225,0.8,3,2,0.693998573
7225,0.8,3,1,0.561548888
7225,0.9,1,5,0.478779869
7225,0.9,3,1,0.596020475
7225,0.933,3,1,0.683700127
7225,1,3,2,0.493013679
7225,1.033,1,1,0.41273166
7225,1.07,1,2,0.672799172
7225,1.2,1,1,0.518705284
7225,1.23,3,3,0.63304229
7225,1.26,1,2,0.34319966
7225,1.333,3,4,0.463790796
7225,1.367,3,1,0.554378383
7225,1.4,3,2,0.492073824
7225,1.43,2,1,0.277857816
7225,1.54,2,3,0.466341344
7225,1.734,2,3,0.463287317
7225,1.767,3,1,0.410273416
7225,1.9,2,2,0.556914591
7225,1.9,2,5,0.53453454
7225,1.94,1,4,0.537766482
7225,2.23,1,5,0.792428376
7225,2.266,3,1,0.395568945
7225,2.4,2,3,0.54422853
7225,2.466,2,1,0.602924859
7225,2.5,1,5,0.376527012
7225,2.74,1,5,0.702328659
7225,2.8,1,5,0.667338516
7225,2.833,1,3,0.758338783
7225,2.93,1,1,0.507727978
7225,3.167,3,1,0.554556256
7225,3.53,3,5,0.474973727
7225,3.54,1,4,0.455245102
7225,4.267,3,4,0.528529456
7225,4.4,1,5,0.595511432
7225,4.63,3,5,0.462070703
7225,5.86,1,5,0.540543188
7225,5.97,1,2,0.554245501
7225,6,2,4,0.415233767
7225,6.24,2,5,0.550779372
7225,6.27,2,5,0.220698099
7225,6.37,1,4,0.489892358
7225,6.37,3,5,0.484570026
7225,6.67,1,5,0.657749065
7225,6.97,2,4,0.547933885
7225,7.63,3,5,0.442325818
7225,8.53,1,5,0.672919745
7225,11.53,1,5,0.22669167
7225,11.6,3,5,0.413341222
7225,12.63,1,5,0.330345936
7225,14.9,3,5,0.443089643
7233,0.5,3,3,0.468672969
7233,0.5,1,1,0.581965404
7233,0.5,2,1,0.506932853
7233,0.53,1,1,0.497205535
7233,0.53,2,1,0.533029225
7233,0.54,3,5,0.555030155
7233,0.56,1,1,0.573291797
7233,0.566,3,4,0.296412354
7233,0.57,3,1,0.47884724
7233,0.6,3,3,0.555665434
7233,0.63,1,4,0.370631562
7233,0.67,1,4,0.361736323
7233,0.7,2,1,0.20078516
7233,0.7,1,1,0.280627385
7233,0.7,3,1,0.623838771
7233,0.7,1,1,0.497088684
7233,0.73,1,1,0.405984742
7233,0.73,1,1,0.785317721
7233,0.74,3,1,0.365768774
7233,0.77,1,1,0.468321176
7233,0.77,3,1,0.553906664
7233,0.8,2,2,0.526889556
7233,0.8,1,3,0.630282552
7233,0.8,3,1,0.38473077
7233,0.867,1,3,0.723759655
7233,0.87,1,2,0.32090838
7233,0.9,1,4,0.416850135
7233,0.9,2,5,0.463232028
7233,0.9,1,2,0.462270984
7233,0.9,1,4,0.535013519
7233,0.9,3,1,0.585110098
7233,0.93,2,1,0.544935883
7233,0.934,1,1,0.44368052
7233,0.96,3,1,0.697717707
7233,0.97,2,5,0.676533732
7233,1.1,1,1,0.327727645
7233,1.13,3,3,0.305915567
7233,1.134,2,5,0.260845219
7233,1.14,2,1,0.361668341
7233,1.2,1,1,0.337355135
7233,1.2,1,3,0.525117932
7233,1.2,3,3,0.425843494
7233,1.2,3,1,0.625785023
7233,1.23,1,2,0.271071107
7233,1.26,1,4,0.471210391
